Symbol,Name,Exchange,Last,Industry,"SIC Description",Time,Trend,"20D Avg Vol","52W %/High","20D MA","50D MA","100D MA","Market Cap"
LGAC,"Lazard Growth Acquisition Corp I",NASDAQ,9.82,Unclassified,"SIC-6770 Blank Checks","09:55 ET",Buy,138061,-1.31%,9.82,9.78,9.76,706172000
LHC,"Leo Holdings Corp II Cl A",NYSE,9.85,Unclassified,"SIC-6770 Blank Checks","10:43 ET",Buy,192944,-1.50%,9.83,9.8,9.78,461250000
LRN,"Stride Inc",NYSE,38.06,Schools,"SIC-8200 Services-Educational Services","11:32 ET",Buy,680654,-8.13%,36.14,34.75,33.64,1610078000
LSEA,"Landsee Homes Corp",NASDAQ,8.43,"Building - Residential & Comm","SIC-1531 Operative Builders","11:33 ET",Buy,125012,-13.83%,8.41,7.87,7.63,384896000
LUXA,"Lux Health Tech Acquisition Corp Cl A",NASDAQ,9.88,Unclassified,"SIC-6770 Blank Checks","10:45 ET",Buy,99713,-4.39%,9.87,9.85,9.84,426075000
LYB,"Lyondellbasell Industries NV",NYSE,104.94,"Chemical - Diversified",,"11:33 ET",Buy,1702127,-11.16%,104.93,102.49,98.82,34501464000
MACC,"Mission Advancement Corp Cl A",NYSE,9.78,Unclassified,"SIC-6770 Blank Checks",2022-04-28,Buy,29355,-2.20%,9.77,9.74,9.73,421331000
MAR,"Marriot Int Cl A",NASDAQ,181.61,"Hotels & Motels","SIC-7011 Hotels & Motels","11:32 ET",Buy,2205055,-7.48%,176.08,171.51,166.68,58971168000
MERC,"Mercer Intl Inc",NASDAQ,15.81,"Paper & Related Products","SIC-2611 Pulp Mills","11:32 ET",Buy,400876,-13.12%,15.03,14.23,13.04,1044208000
MGPI,"MGP Ingredients Inc",NASDAQ,92.63,"Food - Misc & Diversified","SIC-5180 Wholesale-Beer, Wine & Distilled Alcoholic B","11:27 ET",Buy,128815,-6.51%,91.99,85.44,83.77,2020341000
MIME,"Mimecast Ltd Ord",NASDAQ,79.76,"Internet - Software","SIC-7372 Services-Prepackaged Software","11:31 ET",Buy,757063,-6.68%,79.7,79.56,79.46,5336425000
MIT,"Mason Industrial Technology Inc Cl A",NYSE,9.81,Unclassified,"SIC-6770 Blank Checks",2022-04-28,Buy,332941,-0.41%,9.79,9.76,9.74,612500000
MMP,"Magellan Midstream Partners LP",NYSE,50.09,"Oil Gas Prod Pipeline MLP","SIC-4610 Pipe Lines (No Natural Gas)","11:31 ET",Buy,1069984,-7.17%,50.33,49.17,48.13,10634518000
MO,"Altria Group",NYSE,55.03,Tobacco,,"11:32 ET",Buy,7493137,-3.82%,54.41,52.85,50.75,99553968000
MON,"Monument Circle Acquisition Corp Cl A",NASDAQ,9.82,Unclassified,"SIC-6770 Blank Checks","10:07 ET",Buy,49580,-1.31%,9.8,9.78,9.77,306875000
MRC,"Mrc Global Inc",NYSE,11.85,"Steel - Pipe & Tube","SIC-5084 Wholesale-Industrial Machinery & Equipment","11:28 ET",Buy,642714,-11.94%,12.05,11.41,9.42,1010880000
MRK,"Merck & Company",NYSE,88.17,"Large Cap Pharma","SIC-2834 Pharmaceutical Preparations","11:33 ET",Buy,11106916,-4.31%,85.42,81.02,79.41,213372624000
MSP,"Datto Holding Corp",NYSE,34.65,"Internet - Software","SIC-7372 Services-Prepackaged Software","11:32 ET",Buy,3014595,-0.50%,32.29,27.69,26.44,5684205000
MTAL,"Metals Acquisition Corp Cl A",NYSE,9.99,Unclassified,N/A,2022-04-27,Buy,57475,-1.58%,9.98,9.82,9.76,331099000
MTOR,"Meritor Inc",NYSE,35.92,"Auto - Truck Original Parts","SIC-3714 Motor Vehicle Parts & Accessories","11:32 ET",Buy,1308171,-0.99%,35.77,35.01,29.83,2542946000
MUSA,"Murphy USA Inc",NYSE,237.95,"Oil - Refining and Marketing",,"11:32 ET",Buy,317300,-5.81%,225.67,201.22,196.03,5754079000
MYE,"Myers Industries",NYSE,21.455,"Rubber & Plastics","SIC-3089 Plastics Products, NEC","11:16 ET",Buy,102844,-8.93%,21.32,19.45,19.11,775965000
NAAC,"North Atlantic Acquisition Corp Cl A",NASDAQ,9.93,Unclassified,"SIC-6770 Blank Checks","10:46 ET",Buy,111058,-0.20%,9.9,9.86,9.83,471524000
NGVC,"Natural Grocers By Vitamin Cottage Inc",NYSE,20.4208,"Food Items - Wholesale","SIC-5411 Retail-Grocery Stores","11:05 ET",Buy,88900,-15.96%,20.89,19.21,16.85,471901000
NLSN,"Nielsen Holdings Plc",NYSE,26.42,"Business Information","SIC-7389 Services-Business Services, NEC","11:32 ET",Buy,11983831,-7.39%,27.14,22.94,21.38,9466004000
NRP,"Natural Resource Partners LP",NYSE,47.2,Coal,"SIC-1221 Bituminous Coal & Lignite Mining","11:16 ET",Buy,35141,-0.96%,44.99,41.57,38,584572000
NSTB,"Northern Star Investment Corp II Cl A",NYSE,9.82,"Technology Services","SIC-6211 Security Brokers, Dealers & Flotation Compan","10:03 ET",Buy,49146,-3.54%,9.8,9.77,9.74,392800000
NTUS,"Natus Medical Inc",NASDAQ,33.22,"Medical Instruments","SIC-3845 Electromedical & Electrotherapeutic Apparatu","11:32 ET",Buy,803176,-2.03%,29.2,26.97,25.23,1145098000
NVS,"Novartis Ag ADR",NYSE,89.44,"Large Cap Pharma","SIC-2834 Pharmaceutical Preparations","11:33 ET",Buy,2468112,-6.10%,90.5,87.62,86.92,199986848000
NVSA,"New Vista Acquisition Corp Cl A",NASDAQ,9.82,Unclassified,"SIC-6770 Blank Checks",2022-04-28,Buy,34006,-4.75%,9.81,9.77,9.75,338790000
NXRT,"Nexpoint Residential Trust Inc",NYSE,91.3,"REIT - Equity Trust Resident",,"11:25 ET",Buy,98007,-2.66%,89.08,88.08,83.66,2385988000
OEPW,"One Equity Partners Open Water I Corp Cl A",NASDAQ,9.81,Unclassified,"SIC-6770 Blank Checks",2022-04-26,Buy,135780,-1.21%,9.8,9.77,9.76,423007000
ORAN,"Orange ADR",NYSE,11.9,"Wireless Non-US","SIC-4813 Telephone Communications (No Radiotelephone)","11:32 ET",Buy,548245,-9.47%,11.98,11.9,11.49,31643696000
PBF,"PBF Energy Inc",NYSE,28.01,"Oil - Refining and Marketing","SIC-2911 Petroleum Refining","11:33 ET",Buy,3350726,-7.60%,26.63,22.96,19.17,3291244000
PBFX,"PBF Logistics LP",NYSE,15.11,"Oil Gas Prod Pipeline MLP","SIC-4610 Pipe Lines (No Natural Gas)","11:23 ET",Buy,250843,-9.34%,14.9,14.1,13.24,954619000
PCPC,"Periphas Capital Partnering Corp Cl A",NYSE,24.59,Unclassified,N/A,2022-04-26,Buy,29920,-0.85%,24.54,24.48,24.42,413261000
PDOT,"Peridot Acquisition Corp II Cl A",NYSE,9.84,Unclassified,"SIC-6770 Blank Checks","08:50 ET",Buy,108004,-7.17%,9.81,9.76,9.75,500869000
PEB,"Pebblebrook Hotel Trust",NYSE,25.19,"REIT - Equity Trust Other","SIC-6798 Real Estate Investment Trusts","11:33 ET",Buy,1502482,-5.31%,24.07,23.56,22.91,3288066000
PFDR,"Pathfinder Acquisition Corp Cl A",NASDAQ,9.82,Unclassified,"SIC-7372 Services-Prepackaged Software","10:41 ET",Buy,92010,-2.19%,9.81,9.77,9.75,399295000
PFHD,"Professional Holding Corp",NASDAQ,23.33,"Banks - Southeast","SIC-6021 National Commercial Banks","11:26 ET",Buy,46134,-6.31%,22.96,22.17,21.16,312292000
PFTA,"Portage Fintech Acquisition Corp",NASDAQ,9.77,Unclassified,N/A,2022-04-27,Buy,154880,-2.30%,9.77,9.73,9.72,316440000
PING,"Ping Identity Holding Corp",NYSE,26.75,"IT Services","SIC-7372 Services-Prepackaged Software","11:32 ET",Buy,1042106,-12.50%,27.74,24.09,22.68,2209922000
PK,"Park Hotels & Resorts Inc",NYSE,19.74,"REIT - Equity Trust Other",,"11:33 ET",Buy,2699112,-15.22%,19,18.86,18.73,4717253000
PKG,"Packaging Corp of America",NYSE,161,"Containers - Paper Products","SIC-2650 Paperboard Containers & Boxes","11:33 ET",Buy,579925,-4.37%,158.81,153.83,145.9,15147251000
PLAN,"Anaplan Inc",NYSE,64.99,"Internet - Software","SIC-7372 Services-Prepackaged Software","11:32 ET",Buy,6838336,-7.50%,65.17,56.85,51.26,9753136000
PLAY,"Dave & Buster's Ente",NASDAQ,45.92,"Retail - Restaurants","SIC-5812 Retail-Eating Places","11:33 ET",Buy,1157820,-12.70%,45.95,43.78,40.39,2232094000
PLD,"Prologis Inc",NYSE,168.17,"REIT - Equity Trust Other","SIC-6798 Real Estate Investment Trusts","11:33 ET",Buy,2785266,-4.23%,166.83,157.53,157.17,124106320000
PLMI,"Plum Acquisition Corp I Cl A",NASDAQ,9.82,Unclassified,"SIC-6770 Blank Checks","08:55 ET",Buy,86520,-4.66%,9.79,9.75,9.73,391040000
PLUS,"Eplus Inc",NASDAQ,56.66,"Business Software Services",,"11:22 ET",Buy,139161,-19.00%,56.09,53.17,51.69,1522073000
PM,"Philip Morris International Inc",NYSE,102.21,Tobacco,"SIC-2111 Cigarettes","11:33 ET",Buy,5486278,-9.48%,100.47,98.93,98.76,157627856000
PNM,"PNM Resources Inc",NYSE,47.81,"Utility - Electric Power","SIC-4911 Electric Services","11:29 ET",Buy,657538,-4.67%,47.81,46.55,45.9,4101196000
PNTM,"Pontem Corp Cl A",NYSE,9.84,Unclassified,"SIC-6770 Blank Checks",2022-04-28,Buy,140250,-0.61%,9.83,9.8,9.78,848700000
POLY,Plantronics,NYSE,39.79,"Communications Components",,"11:33 ET",Buy,1984639,-8.32%,39.93,32.96,30.71,1702604000
PRPB,"CC Neuberger Principal Holdings II Cl A",NYSE,9.945,Unclassified,"SIC-6770 Blank Checks",2022-04-28,Buy,409226,-1.29%,9.93,9.91,9.9,823860000
PRSR,"Prospector Capital Corp Cl A",NASDAQ,9.85,Unclassified,"SIC-6770 Blank Checks","10:59 ET",Buy,81385,-0.27%,9.83,9.8,9.77,369563000
PSAG,"Property Solutions Acquisition Corp II Cl A",NASDAQ,9.8,Unclassified,"SIC-6770 Blank Checks",2022-04-27,Buy,58595,-1.51%,9.78,9.75,9.73,319039000
PSX,"Phillips 66",NYSE,84.58,"Oil - Refining and Marketing","SIC-2911 Petroleum Refining","11:33 ET",Buy,3816639,-10.40%,84.7,83.24,81.87,39934952000
RENN,"Renren Inc ADR",NYSE,28.39,"Internet Services - Delivery","SIC-5500 Retail-Auto Dealers & Gasoline Stations","11:06 ET",Buy,86164,-2.97%,24.75,23.05,20.71,689321000
REVH,"Revolution Healthcare Acquisition Corp Cl A",NASDAQ,9.807,Unclassified,"SIC-6770 Blank Checks",2022-04-28,Buy,144022,-8.41%,9.8,9.77,9.75,540100000
RHP,"Ryman Hospitality Properties REIT",NYSE,95.05,"REIT - Equity Trust Other","SIC-6798 Real Estate Investment Trusts","11:32 ET",Buy,393402,-6.45%,93.49,91.33,89.15,5280228000
RLI,"Rli Corp",NYSE,114.61,"Insurance - Proprty & Casualty","SIC-6331 Fire, Marine & Casualty Insurance","11:33 ET",Buy,147509,-3.87%,111.96,107.76,107.61,5189589000
RMGC,"Rmg Acquisition Corp III Cl A",NASDAQ,9.84,Unclassified,"SIC-6770 Blank Checks",2022-04-28,Buy,55436,-2.48%,9.81,9.78,9.77,593437000
ROIC,"Retail Opp Invts Cp",NASDAQ,19.26,"REIT - Equity Trust Retail",,"11:32 ET",Buy,996887,-4.38%,19.4,18.9,18.85,2378949000
RPRX,"Royalty Pharma Plc Cl A",NASDAQ,42.69,"Finance - Misc Services","SIC-2834 Pharmaceutical Preparations","11:33 ET",Buy,2772951,-9.79%,41.94,39.98,39.73,26102498000
RS,"Reliance Steel & Aluminum Company",NYSE,192.27,"Metal Products - Distribution","SIC-5051 Wholesale-Metals Service Centers & offices","11:33 ET",Buy,381491,-5.88%,187.98,186.87,173.05,11856831000
RWAY,"Runway Growth Finance Corp",NASDAQ,14.32,"Finance - SBIC & Commercial","SIC-6770 Blank Checks","11:30 ET",Buy,50285,-3.82%,14.16,13.68,13.39,594084000
RYN,"Rayonier Inc REIT",NYSE,43.88,"Building Products - Wood","SIC-6798 Real Estate Investment Trusts","11:33 ET",Buy,512229,-4.86%,43.41,41.63,40,6355416000
SAIL,"Sailpoint Technologies Holdings Inc",NYSE,63.75,"Technology Services","SIC-7372 Services-Prepackaged Software","11:33 ET",Buy,7556902,-1.01%,59.54,50.57,46.97,5998147000
SBR,"Sabine Royalty Trust",NYSE,63.945,"Oil - US Royalty Trusts","SIC-6792 Oil Royalty Traders","11:11 ET",Buy,66928,-5.16%,62.42,58.76,52.4,927434000
SCOB,"Scion Tech Growth II Cl A",NASDAQ,9.84,Unclassified,"SIC-6770 Blank Checks",2022-04-27,Buy,196620,-1.50%,9.81,9.77,9.76,424301000
SCSC,"Scansource Inc",NASDAQ,34.8,"Industrial Services",,"11:24 ET",Buy,96396,-15.86%,33.75,33.43,33.35,859014000
SDAC,"Sustainable Development Acquisition I Corp Cl A",NASDAQ,9.8,Unclassified,"SIC-6770 Blank Checks",2022-04-28,Buy,73562,-1.80%,9.8,9.77,9.76,387799000
SEAS,"Seaworld Entertainment Inc Company",NYSE,67.93,"Leisure & Recreation Services","SIC-7990 Services-Miscellaneous Amusement & Recreatio","11:31 ET",Buy,1204715,-11.88%,69.97,68.78,66.06,5268196000
SHG,"Shinhan Financial Group Co. Ltd ADR",NYSE,33.11,"Banks - Foreign","SIC-6021 National Commercial Banks","11:26 ET",Buy,121336,-16.06%,33.03,32.43,32.32,16588025000
SITC,"Site Centers Corp",NYSE,16.39,"REIT - Equity Trust Retail","SIC-6798 Real Estate Investment Trusts","11:33 ET",Buy,2132197,-7.10%,16.51,16.16,15.71,3487606000
SJT,"San Juan Basin Royalty Trust",NYSE,10.42,"Oil - US Royalty Trusts","SIC-6792 Oil Royalty Traders","11:18 ET",Buy,834763,-14.91%,9.77,8.24,7.35,521566000
SLAC,"Social Leverage Acquisition Corp I Cl A",NYSE,9.8,Unclassified,"SIC-6770 Blank Checks","10:54 ET",Buy,64276,-2.00%,9.81,9.77,9.76,423919000
SLAM,"Slam Corp Cl A",NASDAQ,9.81,Unclassified,"SIC-6770 Blank Checks",2022-04-27,Buy,264050,-1.31%,9.8,9.77,9.75,705045000
SLCR,"Silver Crest Acquisition Corp Cl A",NASDAQ,9.84,Unclassified,"SIC-6770 Blank Checks",2022-04-27,Buy,59000,-1.11%,9.84,9.83,9.82,424301000
SLVM,"Sylvamo Corp",NYSE,41.69,"Paper & Related Products","SIC-2621 Paper Mills","11:32 ET",Buy,392769,-2.22%,37.3,35.8,33.19,1842154000
SMPL,"The Simply Good Foods Company",NASDAQ,41.5,"Food - Confectionery","SIC-2000 Food and Kindred Products","11:31 ET",Buy,817567,-9.66%,41.61,39.23,38.52,4151304000
SNRH,"Senior Connect Acquisition Corp I Cl A",NASDAQ,9.88,Unclassified,"SIC-6770 Blank Checks","10:12 ET",Buy,159807,-0.50%,9.84,9.81,9.79,509738000
SNY,"Sanofi-Aventis S.A. ADR",NASDAQ,53.7,"Large Cap Pharma","SIC-2834 Pharmaceutical Preparations","11:33 ET",Buy,2256629,-8.14%,54.65,52.75,51.77,137329472000
SPGS,"Simon Property Group Acquisition Cl A",NYSE,9.81,Unclassified,"SIC-6770 Blank Checks","10:53 ET",Buy,26947,-2.10%,9.79,9.76,9.75,422841000
SPKB,"Silver Spike Acquisition Corp II Cl A",NASDAQ,9.81,Unclassified,"SIC-6770 Blank Checks",2022-04-27,Buy,55220,-2.39%,9.81,9.79,9.78,352473000
SR,"Spire Inc",NYSE,74.67,"Utility - Gas Distribution","SIC-4924 Natural Gas Distribution","11:33 ET",Buy,428011,-5.73%,75.22,70.55,67.56,3862103000
SRRA,"Sierra Oncology Inc",NASDAQ,54.56,"Medical - Drugs","SIC-2834 Pharmaceutical Preparations","11:28 ET",Buy,1188644,-0.76%,46.55,37.97,31.04,1289743000
SSAA,"Science Strategic Acquisition Corp Alpha Cl A",NASDAQ,9.81,Unclassified,"SIC-6770 Blank Checks",2022-04-27,Buy,38630,-0.41%,9.8,9.78,9.77,380726000
STER,"Sterling Check Corp",NASDAQ,26.03,"Technology Services","SIC-7374 Services-Computer Processing & Data Preparat","11:30 ET",Buy,270823,-10.69%,25.67,23.62,22,2461300000
STNG,"Scorpio Tankers Inc",NYSE,24.01,"Transportation - Ship","SIC-4412 Deep Sea Foreign Transportation of Freight","11:33 ET",Buy,930199,-4.60%,21.98,19.76,16.55,1383369000
SWX,"Southwest Gas Corp",NYSE,87.69,"Utility - Gas Distribution","SIC-4923 Natural Gas Transmission & Distribution","11:33 ET",Buy,666621,-3.13%,83.98,77.56,72.74,5363031000
SYY,"Sysco Corp",NYSE,87.69,"Food - Misc & Diversified",,"11:33 ET",Buy,2220064,-4.40%,85.91,83.68,80.7,44970184000
TALO,"Talos Energy Inc",NYSE,18.09,"Oil - US Exploration & Product","SIC-1311 Crude Petroleum & Natural Gas","11:33 ET",Buy,1059449,-12.09%,18.25,16.54,13.57,1500195000
TAP,"Molson Coors Brewing Company",NYSE,54.33,"Beverages - Alcohol","SIC-2082 Malt Beverages","11:32 ET",Buy,1254164,-11.82%,53.67,52.42,50.11,11766988000
TETC,"Tech and Energy Transition Corp Cl A",NASDAQ,9.79,Unclassified,"SIC-6770 Blank Checks",2022-04-27,Buy,102910,-4.95%,9.78,9.74,9.73,471095000
TGA,"Transglobe Energy Cp",NASDAQ,4.3,"Oil - C$ Exploration & Product","SIC-1311 Crude Petroleum & Natural Gas","11:33 ET",Buy,974624,-15.43%,4.26,3.87,3.47,324577000
TH,"Target Hospitality Corp",NASDAQ,5.96,"Leisure & Recreation Services","SIC-7000 Hotels, Rooming Houses, Camps & Other Lodgin","11:32 ET",Buy,461404,-19.95%,6,5.09,4.2,636187000
TIOA,"Tio Tech A Cl A",NASDAQ,9.8,Unclassified,"SIC-6770 Blank Checks",2022-04-27,Buy,56055,-1.71%,9.79,9.75,9.74,421596000
TLK,"P.T. Telekomunikasi Indonesia Tbk ADR",NYSE,32.18,"Diversified Comm Services","SIC-4813 Telephone Communications (No Radiotelephone)","11:30 ET",Buy,329428,-3.60%,32.01,31.52,30.36,29270150000
TSN,"Tyson Foods",NYSE,94.36,"Food - Meat Products","SIC-2015 Poultry Slaughtering and Processing","11:33 ET",Buy,1789323,-6.53%,93.56,91.47,90.55,33934068000
TSPQ,"Tcw Special Purpose Acquisition Corp Cl A",NYSE,9.79,Unclassified,"SIC-6770 Blank Checks",2022-04-28,Buy,60645,-2.10%,9.77,9.74,9.73,567742000
TUFN,"Tufin Software Technologies Ltd",NYSE,12.9,"Technology Services","SIC-7373 Services-Computer Integrated Systems Design","11:33 ET",Buy,1204528,-4.44%,12.13,10.13,9.64,473230000
TVTY,"Tivity Health",NASDAQ,32.09,"Medical Services","SIC-8090 Services-Misc Health & Allied Services, NEC","11:33 ET",Buy,1502021,-2.43%,32.23,30.19,27.7,1596827000
TWI,"Titan International",NYSE,13.54,"Machinery - Farm","SIC-3312 Steel Works, Blast Furnaces & Rolling Mills","11:27 ET",Buy,383832,-14.46%,14.12,13.34,11.59,884717000
TWNI,"Tailwind International Acquisition Corp Cl A",NYSE,9.89,Unclassified,"SIC-6770 Blank Checks","09:54 ET",Buy,166340,0.00%,9.82,9.78,9.75,426291000
TWNK,"Hostess Brands Inc",NASDAQ,22.44,"Food - Confectionery","SIC-2050 Bakery Products","11:30 ET",Buy,1345910,-7.75%,22.84,21.84,20.88,3103856000
TZPS,"Tzp Strategies Acquisition Corp Cl A",NASDAQ,9.84,Unclassified,"SIC-6770 Blank Checks",2022-04-25,Buy,102730,-0.61%,9.82,9.78,9.77,353551000
UAN,"Cvr Partners LP",NYSE,150.4,Fertilizers,"SIC-2870 Agricultural Chemicals","11:30 ET",Buy,142901,-16.82%,150.76,129.57,109.8,1667944000
UE,"Urban Edge Properties",NYSE,18.9,"REIT - Equity Trust Retail","SIC-6500 Real Estate","11:31 ET",Buy,762199,-7.11%,19.04,18.73,18.56,2220601000
ULTA,"Ulta Beauty Inc",NASDAQ,409.7,"Retail - Misc & Diversified",,"11:32 ET",Buy,588993,-7.67%,407.63,390.06,385.98,21035992000
UNTY,"Unity Bancorp Inc",NASDAQ,28.82,"Banks - Northeast","SIC-6022 State Commercial Banks","11:28 ET",Buy,28285,-8.10%,28.38,28.32,28.02,302027000
UONEK,"Urban One Inc",NASDAQ,6.17,"Broadcast - Radio & TV","SIC-4832 Radio Broadcasting Stations",2022-04-28,Buy,80372,-19.24%,5.92,5.08,4.46,310613000
USFD,"US Foods Holding",NYSE,38.33,"Food - Misc & Diversified","SIC-5140 Wholesale-Groceries & Related Products","11:32 ET",Buy,1976792,-9.05%,37.12,36.94,35.98,8540919000
USPH,"U.S. Physical Therapy",NYSE,100.91,"Medical - Outpatient & Hm Care","SIC-8000 Services-Health Services","11:31 ET",Buy,69513,-17.72%,102.97,98.58,97,1334436000
UTI,"Universal Technical Institute Inc",NYSE,9.96,Schools,"SIC-8200 Services-Educational Services","11:26 ET",Buy,206661,-10.17%,9.43,8.94,8.39,329700000
UTL,"Unitil Corp",NYSE,50.27,"Utility - Electric Power","SIC-4931 Electric & Other Services Combined","11:29 ET",Buy,64623,-15.00%,51.44,50.97,48.65,815375000
VGII,"Virgin Group Acquisition Corp II Cl A",NYSE,9.92,"Consumer Prdts - Misc Staple","SIC-5961 Retail-Catalog & Mail-Order Houses","10:50 ET",Buy,118464,-5.97%,9.91,9.88,9.87,499105000
VLO,"Valero Energy Corp",NYSE,111.62,"Oil - Refining and Marketing",,"11:33 ET",Buy,4135069,-0.51%,104.3,95.19,87.13,44822880000
VMI,"Valmont Industries",NYSE,250.99,"Steel - Pipe & Tube","SIC-3440 Fabricated Structural Metal Products","11:27 ET",Buy,113228,-9.69%,245.92,235.12,234.92,5384413000
VRTV,"Veritiv Corp",NYSE,139.13,"Paper & Related Products","SIC-5110 Wholesale-Paper & Paper Products","11:14 ET",Buy,94187,-12.58%,137.29,126.29,116.41,2114110000
VST,"Vistra Energy Corp",NYSE,24.84,"Utility - Electric Power","SIC-4911 Electric Services","11:33 ET",Buy,5153051,-6.57%,24.44,23.12,22.49,10971906000
VYGG,"Vy Global Growth Cl A",NYSE,9.95,Unclassified,"SIC-6770 Blank Checks","10:40 ET",Buy,315270,-3.59%,9.97,9.9,9.86,572125000
WARR,"Warrior Technologies Acquisition Cl A",NYSE,9.92,Unclassified,"SIC-6770 Blank Checks","10:49 ET",Buy,45866,-0.80%,9.9,9.88,9.85,342068000
WEC,"Wisconsin Energy Corp",NYSE,102.52,"Utility - Electric Power","SIC-4931 Electric & Other Services Combined","11:32 ET",Buy,1232408,-4.25%,103.11,97.37,96.26,32203268000
WLK,"Westlake Corp",NYSE,126.28,"Chemical - Plastics","SIC-2860 Industrial Organic Chemicals","11:32 ET",Buy,712261,-6.92%,123.29,119.03,108.96,16443945000
WMK,"Weis Markets",NYSE,81.89,"Retail - Supermarket",,"11:32 ET",Buy,75634,-6.33%,78.89,73.51,68.42,2154420000
WMT,"Walmart Inc",NYSE,155.3,"Retail - Supermarket","SIC-5331 Retail-Variety Stores","11:33 ET",Buy,7030526,-3.71%,155.22,146.72,143.7,424589120000
WPC,"W.P. Carey & Co. Llc",NYSE,84.72,"REIT - Equity Trust Other","SIC-6798 Real Estate Investment Trusts","11:33 ET",Buy,844565,-2.27%,83.09,80.67,79.65,16095660000
WPCB,"Warburg Pincus Capital Corp Ib Cl A",NYSE,9.83,Unclassified,"SIC-6770 Blank Checks",2022-04-27,Buy,123000,-1.90%,9.8,9.78,9.77,674279000
XHR,"Xenia Hotels & Resorts Inc",NYSE,19.33,"REIT - Equity Trust Other","SIC-7011 Hotels & Motels","11:32 ET",Buy,456459,-8.22%,19,18.84,18.26,2234458000
Y,"Alleghany Corp",NYSE,838.35,"Insurance - Proprty & Casualty","SIC-6331 Fire, Marine & Casualty Insurance","11:29 ET",Buy,169867,-2.70%,843.88,763.61,716.04,11311208000
"Downloaded from Barchart.com as of 04-28-2022 10:33am CDT"
